List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,23.3%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,14.3%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,91.4%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,17.5%,15.0%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,0.0%,100.0%
r25,83.3%,83.3%
r23,22.2%,16.7%
r18,20.0%,13.3%
r11,73.3%,2.2%
r27,4.0%,0.0%
r5,55.0%,25.0%
r17,40.0%,26.7%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,0.0%,0.0%
r30,20.0%,0.0%
r22,7.1%,11.9%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,11.1%,51.1%
r2,60.0%,32.5%
r20,20.0%,5.0%
r15,0.0%,0.0%
Total,42.2%,36.7%
