List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,23.3%,76.7%
r10,40.0%,20.0%
r21,0.0%,100.0%
r34,20.0%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,57.1%,45.7%
r6,31.4%,51.4%
r29,32.7%,32.7%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,26.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,10.0%,23.3%
r11,31.1%,22.2%
r27,100.0%,100.0%
r5,15.0%,42.5%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,3.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,2.4%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,26.7%,8.9%
r2,30.0%,30.0%
r20,0.0%,0.0%
r15,76.7%,36.7%
Total,35.4%,38.3%
