List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,0.0%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,43.3%,43.3%
r13,40.0%,0.0%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,2.5%,7.5%
r32,100.0%,0.0%
r16,0.0%,36.7%
r28,24.4%,33.3%
r25,13.3%,23.3%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,11.1%,40.0%
r27,96.0%,96.0%
r5,50.0%,7.5%
r17,0.0%,56.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,60.0%,16.7%
r30,3.3%,33.3%
r22,9.5%,7.1%
r26,40.0%,20.0%
r9,0.0%,0.0%
r14,64.4%,4.4%
r2,2.5%,50.0%
r20,27.5%,10.0%
r15,0.0%,0.0%
Total,29.6%,27.0%
