List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,54.3%,54.3%
r4,70.0%,70.0%
r33,0.0%,0.0%
r12,40.0%,3.3%
r13,5.7%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,7.5%,17.5%
r32,0.0%,100.0%
r16,10.0%,0.0%
r28,0.0%,24.4%
r25,26.7%,33.3%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,5.0%,27.5%
r17,3.3%,6.7%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,43.3%,66.7%
r30,33.3%,10.0%
r22,0.0%,9.5%
r26,20.0%,20.0%
r9,0.0%,9.1%
r14,60.0%,60.0%
r2,20.0%,22.5%
r20,35.0%,20.0%
r15,0.0%,0.0%
Total,28.4%,29.3%
