List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,57.1%,22.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,0.0%
r13,94.3%,40.0%
r6,51.4%,51.4%
r29,42.3%,86.5%
r3,0.0%,13.3%
r24,22.5%,2.5%
r32,100.0%,0.0%
r16,20.0%,0.0%
r28,42.2%,24.4%
r25,73.3%,66.7%
r23,5.6%,0.0%
r18,0.0%,16.7%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,17.5%,20.0%
r17,33.3%,3.3%
r19,100.0%,100.0%
r8,80.0%,43.3%
r1,0.0%,93.3%
r30,23.3%,36.7%
r22,7.1%,11.9%
r26,0.0%,40.0%
r9,0.0%,95.5%
r14,20.0%,8.9%
r2,0.0%,60.0%
r20,5.0%,70.0%
r15,30.0%,0.0%
Total,35.6%,40.4%
