List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,57.1%,5.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,26.7%,30.0%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,0.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,7.5%
r32,0.0%,0.0%
r16,6.7%,46.7%
r28,42.2%,42.2%
r25,83.3%,0.0%
r23,22.2%,5.6%
r18,3.3%,3.3%
r11,73.3%,2.2%
r27,0.0%,4.0%
r5,55.0%,55.0%
r17,36.7%,10.0%
r19,0.0%,0.0%
r8,83.3%,0.0%
r1,0.0%,96.7%
r30,10.0%,3.3%
r22,21.4%,9.5%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,64.4%,62.2%
r2,60.0%,60.0%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,41.0%,36.4%
