List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,0.0%,20.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,23.3%,40.0%
r13,94.3%,94.3%
r6,54.3%,94.3%
r29,100.0%,100.0%
r3,6.7%,0.0%
r24,10.0%,10.0%
r32,0.0%,0.0%
r16,20.0%,46.7%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,11.1%,11.1%
r18,10.0%,6.7%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,25.0%,50.0%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,96.7%,96.7%
r30,0.0%,20.0%
r22,7.1%,0.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,68.9%,66.7%
r2,60.0%,32.5%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,46.5%,48.9%
