List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,2.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,43.3%,23.3%
r13,94.3%,94.3%
r6,51.4%,51.4%
r29,23.1%,100.0%
r3,6.7%,26.7%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,43.3%,43.3%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,27.8%,22.2%
r18,10.0%,20.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,25.0%,35.0%
r17,16.7%,30.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,0.0%,0.0%
r22,16.7%,7.1%
r26,40.0%,60.0%
r9,100.0%,95.5%
r14,44.4%,8.9%
r2,32.5%,32.5%
r20,22.5%,5.0%
r15,0.0%,0.0%
Total,39.0%,44.3%
