List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,60.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,45.7%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,3.3%,3.3%
r13,54.3%,60.0%
r6,37.1%,51.4%
r29,86.5%,90.4%
r3,13.3%,13.3%
r24,15.0%,10.0%
r32,96.7%,100.0%
r16,3.3%,0.0%
r28,33.3%,42.2%
r25,80.0%,76.7%
r23,5.6%,22.2%
r18,20.0%,26.7%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,12.5%,5.0%
r17,16.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,93.3%,0.0%
r30,26.7%,0.0%
r22,4.8%,2.4%
r26,100.0%,0.0%
r9,95.5%,95.5%
r14,20.0%,15.6%
r2,35.0%,0.0%
r20,0.0%,20.0%
r15,0.0%,46.7%
Total,39.1%,38.2%
