List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,75.0%,100.0%
r34,22.9%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,40.0%,45.7%
r6,42.9%,42.9%
r29,9.6%,80.8%
r3,6.7%,6.7%
r24,5.0%,5.0%
r32,96.7%,96.7%
r16,36.7%,40.0%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,20.0%,26.7%
r11,22.2%,24.4%
r27,96.0%,0.0%
r5,25.0%,15.0%
r17,30.0%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,30.0%,30.0%
r22,2.4%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,11.1%
r2,52.5%,42.5%
r20,72.5%,20.0%
r15,3.3%,70.0%
Total,42.1%,41.0%
