List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,2.9%,60.0%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,36.7%
r13,8.6%,28.6%
r6,97.1%,97.1%
r29,86.5%,0.0%
r3,73.3%,6.7%
r24,32.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,37.8%,35.6%
r25,30.0%,3.3%
r23,5.6%,0.0%
r18,33.3%,20.0%
r11,13.3%,13.3%
r27,96.0%,96.0%
r5,0.0%,7.5%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,96.7%,96.7%
r1,70.0%,0.0%
r30,6.7%,33.3%
r22,19.0%,19.0%
r26,20.0%,13.3%
r9,9.1%,13.6%
r14,48.9%,28.9%
r2,2.5%,45.0%
r20,47.5%,0.0%
r15,0.0%,0.0%
Total,38.8%,30.6%
