List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,60.0%,0.0%
r21,25.0%,0.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,36.7%
r13,14.3%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,17.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,33.3%
r25,36.7%,6.7%
r23,5.6%,0.0%
r18,23.3%,26.7%
r11,4.4%,4.4%
r27,96.0%,96.0%
r5,7.5%,57.5%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,73.3%,70.0%
r30,43.3%,6.7%
r22,2.4%,19.0%
r26,13.3%,0.0%
r9,9.1%,0.0%
r14,55.6%,0.0%
r2,50.0%,50.0%
r20,57.5%,50.0%
r15,0.0%,10.0%
Total,33.7%,28.1%
