List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,75.0%
r34,8.6%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,40.0%,40.0%
r6,77.1%,74.3%
r29,11.5%,11.5%
r3,13.3%,13.3%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,30.0%,30.0%
r28,75.6%,24.4%
r25,83.3%,83.3%
r23,0.0%,11.1%
r18,23.3%,23.3%
r11,22.2%,48.9%
r27,4.0%,4.0%
r5,42.5%,42.5%
r17,16.7%,3.3%
r19,0.0%,100.0%
r8,86.7%,80.0%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,4.8%,14.3%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,42.2%,22.2%
r2,55.0%,0.0%
r20,27.5%,27.5%
r15,13.3%,66.7%
Total,39.7%,41.0%
