List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,25.0%,0.0%
r34,57.1%,5.7%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,26.7%,43.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,6.7%,13.3%
r24,7.5%,15.0%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,100.0%,42.2%
r25,83.3%,83.3%
r23,22.2%,27.8%
r18,6.7%,20.0%
r11,73.3%,0.0%
r27,0.0%,96.0%
r5,55.0%,55.0%
r17,13.3%,33.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,20.0%,20.0%
r22,4.8%,11.9%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,11.1%,4.4%
r2,32.5%,32.5%
r20,75.0%,27.5%
r15,0.0%,0.0%
Total,46.0%,34.0%
