List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,40.0%,37.1%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,0.0%,3.3%
r13,45.7%,54.3%
r6,37.1%,51.4%
r29,86.5%,0.0%
r3,13.3%,0.0%
r24,7.5%,2.5%
r32,100.0%,100.0%
r16,6.7%,10.0%
r28,24.4%,33.3%
r25,80.0%,80.0%
r23,0.0%,16.7%
r18,10.0%,10.0%
r11,4.4%,22.2%
r27,0.0%,96.0%
r5,30.0%,25.0%
r17,6.7%,36.7%
r19,0.0%,82.4%
r8,43.3%,80.0%
r1,73.3%,73.3%
r30,0.0%,3.3%
r22,7.1%,4.8%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,0.0%,22.2%
r2,60.0%,35.0%
r20,0.0%,72.5%
r15,3.3%,46.7%
Total,32.1%,40.5%
