List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,0.0%,3.3%
r13,5.7%,8.6%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,7.5%,5.0%
r32,0.0%,100.0%
r16,73.3%,6.7%
r28,57.8%,57.8%
r25,16.7%,6.7%
r23,5.6%,5.6%
r18,23.3%,10.0%
r11,4.4%,4.4%
r27,100.0%,100.0%
r5,25.0%,5.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,3.3%,73.3%
r30,13.3%,30.0%
r22,14.3%,2.4%
r26,13.3%,13.3%
r9,18.2%,31.8%
r14,60.0%,15.6%
r2,50.0%,17.5%
r20,17.5%,30.0%
r15,0.0%,26.7%
Total,24.7%,30.5%
