List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,0.0%,11.4%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,30.0%,40.0%
r13,94.3%,94.3%
r6,0.0%,97.1%
r29,0.0%,90.4%
r3,13.3%,6.7%
r24,7.5%,2.5%
r32,0.0%,0.0%
r16,36.7%,40.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,16.7%,20.0%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,55.0%
r17,6.7%,26.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,0.0%,23.3%
r22,7.1%,19.0%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,53.3%,0.0%
r2,62.5%,32.5%
r20,75.0%,75.0%
r15,93.3%,0.0%
Total,37.9%,42.1%
