List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,31.4%,60.0%
r4,0.0%,20.0%
r33,0.0%,85.7%
r12,36.7%,36.7%
r13,8.6%,25.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,50.0%,0.0%
r28,37.8%,37.8%
r25,23.3%,10.0%
r23,0.0%,0.0%
r18,16.7%,3.3%
r11,13.3%,8.9%
r27,96.0%,96.0%
r5,0.0%,7.5%
r17,10.0%,53.3%
r19,100.0%,0.0%
r8,0.0%,96.7%
r1,70.0%,0.0%
r30,40.0%,36.7%
r22,4.8%,2.4%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,46.7%,22.2%
r2,0.0%,45.0%
r20,17.5%,20.0%
r15,26.7%,26.7%
Total,26.7%,27.4%
