List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,60.0%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,0.0%
r13,25.7%,40.0%
r6,97.1%,97.1%
r29,13.5%,0.0%
r3,80.0%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,24.4%
r25,23.3%,10.0%
r23,0.0%,5.6%
r18,3.3%,26.7%
r11,8.9%,31.1%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,93.3%,96.7%
r1,0.0%,70.0%
r30,0.0%,13.3%
r22,2.4%,2.4%
r26,13.3%,0.0%
r9,0.0%,31.8%
r14,64.4%,46.7%
r2,50.0%,27.5%
r20,32.5%,12.5%
r15,10.0%,26.7%
Total,29.4%,32.2%
