List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,31.4%,65.7%
r4,40.0%,30.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,25.7%,45.7%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,24.4%,24.4%
r25,23.3%,80.0%
r23,16.7%,0.0%
r18,26.7%,20.0%
r11,13.3%,33.3%
r27,0.0%,96.0%
r5,25.0%,47.5%
r17,50.0%,50.0%
r19,0.0%,0.0%
r8,86.7%,0.0%
r1,16.7%,73.3%
r30,6.7%,6.7%
r22,0.0%,0.0%
r26,0.0%,53.3%
r9,0.0%,59.1%
r14,68.9%,64.4%
r2,27.5%,37.5%
r20,67.5%,57.5%
r15,0.0%,26.7%
Total,37.1%,42.5%
