List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,14.3%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,10.0%
r13,94.3%,94.3%
r6,97.1%,91.4%
r29,90.4%,100.0%
r3,20.0%,6.7%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,42.2%,57.8%
r25,6.7%,83.3%
r23,5.6%,27.8%
r18,3.3%,20.0%
r11,2.2%,2.2%
r27,4.0%,0.0%
r5,55.0%,55.0%
r17,10.0%,40.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,3.3%,0.0%
r30,0.0%,23.3%
r22,16.7%,2.4%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,55.6%,4.4%
r2,32.5%,60.0%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,35.6%,39.9%
