List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,75.0%,0.0%
r34,60.0%,60.0%
r4,10.0%,0.0%
r33,14.3%,0.0%
r12,36.7%,36.7%
r13,31.4%,31.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,6.7%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,76.7%
r28,24.4%,42.2%
r25,3.3%,10.0%
r23,5.6%,0.0%
r18,6.7%,10.0%
r11,31.1%,11.1%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,3.3%
r30,6.7%,13.3%
r22,9.5%,0.0%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,48.9%,60.0%
r2,30.0%,47.5%
r20,42.5%,7.5%
r15,26.7%,26.7%
Total,25.1%,31.6%
