List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,23.3%,23.3%
r10,40.0%,40.0%
r21,25.0%,75.0%
r34,45.7%,45.7%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,60.0%,17.1%
r6,88.6%,37.1%
r29,34.6%,40.4%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,3.3%,40.0%
r28,24.4%,33.3%
r25,83.3%,3.3%
r23,11.1%,27.8%
r18,3.3%,3.3%
r11,22.2%,22.2%
r27,96.0%,100.0%
r5,27.5%,2.5%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,6.7%,6.7%
r22,19.0%,2.4%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,6.7%
r2,30.0%,62.5%
r20,27.5%,47.5%
r15,0.0%,76.7%
Total,35.1%,37.5%
