List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,60.0%,20.0%
r33,100.0%,0.0%
r12,6.7%,36.7%
r13,34.3%,8.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,20.0%,20.0%
r32,100.0%,0.0%
r16,10.0%,0.0%
r28,75.6%,24.4%
r25,33.3%,26.7%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,13.3%,20.0%
r27,96.0%,100.0%
r5,2.5%,7.5%
r17,3.3%,56.7%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,13.3%,6.7%
r22,21.4%,2.4%
r26,20.0%,13.3%
r9,36.4%,18.2%
r14,57.8%,0.0%
r2,0.0%,40.0%
r20,30.0%,32.5%
r15,0.0%,0.0%
Total,31.6%,30.4%
