List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,26.7%
r10,20.0%,40.0%
r21,25.0%,0.0%
r34,2.9%,57.1%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,40.0%,40.0%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,15.0%,17.5%
r32,0.0%,0.0%
r16,43.3%,43.3%
r28,42.2%,57.8%
r25,80.0%,0.0%
r23,22.2%,22.2%
r18,3.3%,30.0%
r11,2.2%,73.3%
r27,100.0%,100.0%
r5,50.0%,50.0%
r17,20.0%,13.3%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,96.7%
r30,16.7%,23.3%
r22,4.8%,23.8%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,66.7%,4.4%
r2,32.5%,62.5%
r20,20.0%,5.0%
r15,0.0%,0.0%
Total,38.2%,41.6%
