List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,20.0%,3.3%
r13,42.9%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,33.3%
r25,23.3%,10.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,13.3%,22.2%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,93.3%,96.7%
r1,76.7%,0.0%
r30,10.0%,10.0%
r22,9.5%,14.3%
r26,6.7%,20.0%
r9,0.0%,0.0%
r14,53.3%,53.3%
r2,47.5%,47.5%
r20,17.5%,12.5%
r15,0.0%,26.7%
Total,32.8%,32.6%
