List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,20.0%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,33.3%,0.0%
r13,42.9%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,20.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,0.0%,0.0%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,23.3%,13.3%
r11,6.7%,15.6%
r27,96.0%,0.0%
r5,7.5%,25.0%
r17,0.0%,56.7%
r19,100.0%,0.0%
r8,90.0%,93.3%
r1,3.3%,0.0%
r30,0.0%,13.3%
r22,0.0%,11.9%
r26,20.0%,13.3%
r9,36.4%,27.3%
r14,60.0%,60.0%
r2,47.5%,0.0%
r20,17.5%,47.5%
r15,26.7%,0.0%
Total,28.4%,27.2%
