List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,73.3%,26.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,2.9%,42.9%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,10.0%
r13,40.0%,94.3%
r6,40.0%,51.4%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,2.5%,15.0%
r32,96.7%,100.0%
r16,6.7%,46.7%
r28,42.2%,42.2%
r25,76.7%,80.0%
r23,5.6%,5.6%
r18,13.3%,10.0%
r11,22.2%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,33.3%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,20.0%
r30,33.3%,36.7%
r22,9.5%,28.6%
r26,60.0%,60.0%
r9,95.5%,95.5%
r14,26.7%,6.7%
r2,62.5%,0.0%
r20,72.5%,0.0%
r15,46.7%,0.0%
Total,33.2%,42.3%
