List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,80.0%,40.0%
r21,75.0%,0.0%
r34,25.7%,25.7%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,43.3%
r13,62.9%,28.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,66.7%,66.7%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,40.0%,43.3%
r28,75.6%,42.2%
r25,80.0%,3.3%
r23,33.3%,0.0%
r18,23.3%,20.0%
r11,64.4%,20.0%
r27,100.0%,96.0%
r5,27.5%,50.0%
r17,43.3%,46.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,63.3%
r30,33.3%,6.7%
r22,4.8%,26.2%
r26,0.0%,26.7%
r9,36.4%,0.0%
r14,60.0%,64.4%
r2,47.5%,50.0%
r20,57.5%,7.5%
r15,26.7%,0.0%
Total,43.0%,35.1%
