List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,20.0%
r33,85.7%,100.0%
r12,23.3%,40.0%
r13,8.6%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,86.7%,0.0%
r24,2.5%,32.5%
r32,100.0%,100.0%
r16,0.0%,76.7%
r28,24.4%,33.3%
r25,10.0%,23.3%
r23,11.1%,0.0%
r18,20.0%,20.0%
r11,20.0%,17.8%
r27,96.0%,96.0%
r5,2.5%,2.5%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,93.3%,0.0%
r1,60.0%,73.3%
r30,10.0%,40.0%
r22,9.5%,2.4%
r26,13.3%,0.0%
r9,0.0%,0.0%
r14,51.1%,33.3%
r2,5.0%,37.5%
r20,40.0%,17.5%
r15,13.3%,0.0%
Total,29.7%,31.9%
