List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,36.7%
r13,14.3%,8.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,22.5%,2.5%
r32,100.0%,100.0%
r16,60.0%,3.3%
r28,0.0%,42.2%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,3.3%,26.7%
r11,6.7%,17.8%
r27,96.0%,96.0%
r5,2.5%,25.0%
r17,10.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,0.0%,0.0%
r30,3.3%,30.0%
r22,4.8%,9.5%
r26,6.7%,0.0%
r9,0.0%,27.3%
r14,62.2%,57.8%
r2,47.5%,27.5%
r20,32.5%,40.0%
r15,26.7%,0.0%
Total,30.7%,34.2%
