List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,25.0%,75.0%
r34,48.6%,48.6%
r4,20.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,40.0%
r13,45.7%,31.4%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,73.3%,36.7%
r28,24.4%,24.4%
r25,53.3%,0.0%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,17.8%,37.8%
r27,100.0%,0.0%
r5,27.5%,25.0%
r17,6.7%,10.0%
r19,100.0%,100.0%
r8,0.0%,83.3%
r1,73.3%,16.7%
r30,50.0%,13.3%
r22,4.8%,4.8%
r26,33.3%,26.7%
r9,0.0%,0.0%
r14,64.4%,64.4%
r2,17.5%,50.0%
r20,52.5%,0.0%
r15,30.0%,0.0%
Total,34.8%,33.5%
