List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,76.7%,23.3%
r10,20.0%,40.0%
r21,100.0%,100.0%
r34,20.0%,71.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,13.3%
r13,40.0%,45.7%
r6,42.9%,45.7%
r29,5.8%,5.8%
r3,0.0%,13.3%
r24,5.0%,7.5%
r32,3.3%,96.7%
r16,33.3%,40.0%
r28,24.4%,33.3%
r25,83.3%,83.3%
r23,5.6%,0.0%
r18,20.0%,23.3%
r11,22.2%,24.4%
r27,100.0%,4.0%
r5,42.5%,42.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,16.7%,3.3%
r22,4.8%,2.4%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,24.4%,31.1%
r2,30.0%,30.0%
r20,72.5%,47.5%
r15,66.7%,76.7%
Total,37.5%,40.3%
