List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,60.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,30.0%
r13,8.6%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,12.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,3.3%,40.0%
r23,0.0%,0.0%
r18,26.7%,20.0%
r11,20.0%,6.7%
r27,96.0%,96.0%
r5,25.0%,5.0%
r17,53.3%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,73.3%
r30,10.0%,46.7%
r22,14.3%,16.7%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,62.2%,53.3%
r2,47.5%,0.0%
r20,25.0%,5.0%
r15,16.7%,0.0%
Total,29.1%,28.1%
