List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,36.7%
r13,8.6%,40.0%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,30.0%,6.7%
r28,0.0%,33.3%
r25,20.0%,10.0%
r23,11.1%,0.0%
r18,23.3%,3.3%
r11,4.4%,20.0%
r27,96.0%,96.0%
r5,25.0%,2.5%
r17,53.3%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,73.3%
r30,3.3%,0.0%
r22,2.4%,16.7%
r26,26.7%,33.3%
r9,4.5%,31.8%
r14,57.8%,57.8%
r2,0.0%,15.0%
r20,25.0%,42.5%
r15,0.0%,26.7%
Total,28.2%,33.3%
