List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,20.0%,0.0%
r4,10.0%,10.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,45.7%,5.7%
r29,0.0%,0.0%
r3,13.3%,6.7%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,23.3%,43.3%
r28,57.8%,42.2%
r25,0.0%,80.0%
r23,11.1%,5.6%
r18,3.3%,3.3%
r11,73.3%,73.3%
r27,96.0%,4.0%
r5,25.0%,55.0%
r17,10.0%,20.0%
r19,0.0%,100.0%
r8,83.3%,3.3%
r1,0.0%,96.7%
r30,0.0%,0.0%
r22,11.9%,19.0%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,53.3%,0.0%
r2,10.0%,60.0%
r20,22.5%,22.5%
r15,93.3%,93.3%
Total,31.5%,35.1%
