List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,34.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,7.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,75.6%
r25,43.3%,36.7%
r23,0.0%,5.6%
r18,23.3%,3.3%
r11,17.8%,17.8%
r27,96.0%,96.0%
r5,5.0%,2.5%
r17,6.7%,6.7%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,70.0%,0.0%
r30,20.0%,10.0%
r22,9.5%,4.8%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,51.1%,48.9%
r2,0.0%,15.0%
r20,25.0%,15.0%
r15,26.7%,0.0%
Total,32.0%,26.5%
