List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,45.7%,22.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,17.1%
r6,88.6%,37.1%
r29,34.6%,34.6%
r3,6.7%,6.7%
r24,10.0%,15.0%
r32,96.7%,0.0%
r16,40.0%,40.0%
r28,33.3%,42.2%
r25,83.3%,0.0%
r23,5.6%,27.8%
r18,13.3%,3.3%
r11,24.4%,24.4%
r27,0.0%,0.0%
r5,12.5%,2.5%
r17,20.0%,6.7%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,3.3%
r30,6.7%,23.3%
r22,4.8%,11.9%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,13.3%,22.2%
r2,30.0%,0.0%
r20,0.0%,20.0%
r15,76.7%,13.3%
Total,36.7%,26.9%
