List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,8.6%,60.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,6.7%,33.3%
r13,11.4%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,17.5%
r32,100.0%,100.0%
r16,6.7%,0.0%
r28,57.8%,57.8%
r25,13.3%,13.3%
r23,5.6%,0.0%
r18,23.3%,13.3%
r11,24.4%,8.9%
r27,100.0%,100.0%
r5,27.5%,7.5%
r17,53.3%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,0.0%
r30,43.3%,46.7%
r22,14.3%,2.4%
r26,20.0%,26.7%
r9,0.0%,36.4%
r14,60.0%,15.6%
r2,52.5%,5.0%
r20,32.5%,32.5%
r15,26.7%,26.7%
Total,33.5%,27.9%
