List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,73.3%,73.3%
r10,20.0%,0.0%
r21,100.0%,0.0%
r34,28.6%,51.4%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,94.3%,45.7%
r6,91.4%,91.4%
r29,80.8%,50.0%
r3,20.0%,0.0%
r24,12.5%,2.5%
r32,96.7%,100.0%
r16,33.3%,46.7%
r28,42.2%,57.8%
r25,80.0%,3.3%
r23,11.1%,5.6%
r18,3.3%,26.7%
r11,42.2%,24.4%
r27,96.0%,4.0%
r5,25.0%,12.5%
r17,6.7%,3.3%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,0.0%,73.3%
r30,50.0%,3.3%
r22,2.4%,7.1%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,44.4%,53.3%
r2,42.5%,42.5%
r20,0.0%,72.5%
r15,90.0%,90.0%
Total,46.2%,45.9%
