List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,2.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,36.7%,3.3%
r13,42.9%,45.7%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,5.0%,20.0%
r32,100.0%,100.0%
r16,30.0%,0.0%
r28,42.2%,33.3%
r25,10.0%,13.3%
r23,5.6%,5.6%
r18,20.0%,26.7%
r11,20.0%,24.4%
r27,96.0%,96.0%
r5,20.0%,5.0%
r17,53.3%,20.0%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,16.7%,70.0%
r30,13.3%,13.3%
r22,2.4%,14.3%
r26,20.0%,0.0%
r9,22.7%,4.5%
r14,64.4%,0.0%
r2,47.5%,0.0%
r20,40.0%,65.0%
r15,0.0%,0.0%
Total,30.3%,30.1%
