List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,62.9%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,14.3%,45.7%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,0.0%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,73.3%,83.3%
r28,24.4%,24.4%
r25,0.0%,3.3%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,11.1%,17.8%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,76.7%,76.7%
r30,3.3%,30.0%
r22,9.5%,14.3%
r26,13.3%,0.0%
r9,36.4%,4.5%
r14,46.7%,68.9%
r2,32.5%,50.0%
r20,17.5%,30.0%
r15,0.0%,0.0%
Total,34.3%,37.8%
