List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,75.0%
r34,48.6%,60.0%
r4,0.0%,0.0%
r33,100.0%,85.7%
r12,40.0%,0.0%
r13,34.3%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,12.5%,2.5%
r32,100.0%,100.0%
r16,30.0%,0.0%
r28,24.4%,0.0%
r25,56.7%,6.7%
r23,0.0%,0.0%
r18,30.0%,6.7%
r11,20.0%,17.8%
r27,96.0%,96.0%
r5,40.0%,5.0%
r17,0.0%,20.0%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,56.7%
r30,33.3%,40.0%
r22,9.5%,2.4%
r26,13.3%,6.7%
r9,0.0%,4.5%
r14,44.4%,28.9%
r2,32.5%,32.5%
r20,32.5%,47.5%
r15,0.0%,0.0%
Total,33.1%,26.1%
