List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,75.0%,0.0%
r34,2.9%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,36.7%
r13,5.7%,31.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,5.0%,17.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,0.0%
r25,30.0%,26.7%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,17.8%,2.2%
r27,96.0%,100.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,96.7%,93.3%
r1,0.0%,66.7%
r30,13.3%,13.3%
r22,4.8%,2.4%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,64.4%,66.7%
r2,40.0%,17.5%
r20,15.0%,30.0%
r15,0.0%,0.0%
Total,30.0%,32.3%
