List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,26.7%,26.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,22.9%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,43.3%,43.3%
r13,94.3%,5.7%
r6,51.4%,51.4%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,7.5%,12.5%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,57.8%,42.2%
r25,6.7%,76.7%
r23,11.1%,16.7%
r18,3.3%,6.7%
r11,22.2%,24.4%
r27,96.0%,96.0%
r5,27.5%,25.0%
r17,6.7%,13.3%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,96.7%,96.7%
r30,3.3%,30.0%
r22,4.8%,4.8%
r26,0.0%,100.0%
r9,95.5%,95.5%
r14,20.0%,15.6%
r2,60.0%,32.5%
r20,72.5%,72.5%
r15,93.3%,73.3%
Total,39.8%,46.1%
