List,gaussian_mixture,kmeans
r31,83.3%,66.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,0.0%,36.7%
r13,17.1%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,27.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,16.7%,3.3%
r23,0.0%,0.0%
r18,26.7%,3.3%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,3.3%,0.0%
r19,0.0%,0.0%
r8,93.3%,93.3%
r1,70.0%,70.0%
r30,26.7%,40.0%
r22,2.4%,14.3%
r26,40.0%,0.0%
r9,27.3%,4.5%
r14,62.2%,2.2%
r2,22.5%,0.0%
r20,12.5%,47.5%
r15,0.0%,26.7%
Total,27.6%,27.7%
