List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,48.6%
r4,20.0%,20.0%
r33,0.0%,100.0%
r12,43.3%,40.0%
r13,37.1%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,7.5%,15.0%
r32,100.0%,0.0%
r16,46.7%,73.3%
r28,24.4%,42.2%
r25,10.0%,46.7%
r23,0.0%,0.0%
r18,3.3%,3.3%
r11,8.9%,15.6%
r27,96.0%,96.0%
r5,7.5%,47.5%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,90.0%,86.7%
r1,73.3%,6.7%
r30,43.3%,0.0%
r22,9.5%,4.8%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,62.2%,13.3%
r2,45.0%,45.0%
r20,40.0%,50.0%
r15,26.7%,0.0%
Total,35.0%,31.5%
