List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,0.0%,20.0%
r21,75.0%,100.0%
r34,2.9%,48.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,94.3%,94.3%
r6,37.1%,51.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,15.0%,25.0%
r32,0.0%,100.0%
r16,23.3%,43.3%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,11.1%,22.2%
r18,10.0%,3.3%
r11,73.3%,24.4%
r27,4.0%,96.0%
r5,32.5%,25.0%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,76.7%
r30,20.0%,20.0%
r22,2.4%,0.0%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,48.9%,46.7%
r2,32.5%,60.0%
r20,22.5%,72.5%
r15,0.0%,0.0%
Total,38.5%,49.0%
