List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,0.0%,100.0%
r34,14.3%,17.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,40.0%,54.3%
r6,0.0%,51.4%
r29,38.5%,32.7%
r3,13.3%,20.0%
r24,5.0%,15.0%
r32,96.7%,96.7%
r16,40.0%,23.3%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,10.0%,23.3%
r11,31.1%,22.2%
r27,0.0%,100.0%
r5,15.0%,42.5%
r17,26.7%,10.0%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,20.0%
r22,2.4%,2.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,17.8%,8.9%
r2,30.0%,45.0%
r20,0.0%,47.5%
r15,30.0%,0.0%
Total,34.0%,38.5%
