List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,5.7%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,40.0%
r13,34.3%,2.9%
r6,0.0%,97.1%
r29,13.5%,23.1%
r3,73.3%,0.0%
r24,7.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,75.6%
r25,56.7%,56.7%
r23,0.0%,0.0%
r18,23.3%,6.7%
r11,8.9%,2.2%
r27,96.0%,0.0%
r5,0.0%,20.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,6.7%,0.0%
r30,6.7%,30.0%
r22,9.5%,9.5%
r26,13.3%,6.7%
r9,18.2%,0.0%
r14,53.3%,51.1%
r2,10.0%,2.5%
r20,30.0%,12.5%
r15,0.0%,26.7%
Total,26.0%,25.7%
