List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,54.3%,51.4%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,13.3%,3.3%
r13,42.9%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,12.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,24.4%,33.3%
r25,3.3%,3.3%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,13.3%,6.7%
r27,0.0%,96.0%
r5,5.0%,27.5%
r17,60.0%,6.7%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,20.0%,43.3%
r30,16.7%,20.0%
r22,11.9%,0.0%
r26,20.0%,46.7%
r9,18.2%,0.0%
r14,57.8%,35.6%
r2,47.5%,20.0%
r20,42.5%,0.0%
r15,26.7%,0.0%
Total,26.1%,27.3%
