List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,25.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,2.9%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,76.7%,40.0%
r28,0.0%,24.4%
r25,56.7%,6.7%
r23,0.0%,0.0%
r18,6.7%,20.0%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,7.5%,25.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,20.0%,20.0%
r30,40.0%,40.0%
r22,14.3%,2.4%
r26,13.3%,13.3%
r9,0.0%,0.0%
r14,64.4%,0.0%
r2,5.0%,27.5%
r20,35.0%,17.5%
r15,0.0%,26.7%
Total,29.3%,27.2%
