List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,68.6%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,3.3%,36.7%
r13,42.9%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,80.0%,73.3%
r24,2.5%,32.5%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,42.2%
r25,26.7%,0.0%
r23,27.8%,0.0%
r18,20.0%,3.3%
r11,13.3%,17.8%
r27,100.0%,0.0%
r5,25.0%,7.5%
r17,6.7%,6.7%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,16.7%,0.0%
r30,6.7%,43.3%
r22,14.3%,2.4%
r26,13.3%,26.7%
r9,0.0%,9.1%
r14,64.4%,64.4%
r2,50.0%,47.5%
r20,12.5%,37.5%
r15,0.0%,26.7%
Total,34.4%,31.4%
