List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,25.7%,0.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,0.0%,40.0%
r13,34.3%,37.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,30.0%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,40.0%
r25,6.7%,46.7%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,11.1%,24.4%
r27,0.0%,0.0%
r5,55.0%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,96.7%,96.7%
r1,70.0%,70.0%
r30,10.0%,33.3%
r22,2.4%,16.7%
r26,33.3%,0.0%
r9,22.7%,0.0%
r14,60.0%,0.0%
r2,2.5%,42.5%
r20,42.5%,45.0%
r15,26.7%,26.7%
Total,30.6%,27.1%
