List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,60.0%
r4,0.0%,50.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,37.1%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,60.0%,73.3%
r24,12.5%,2.5%
r32,100.0%,100.0%
r16,70.0%,0.0%
r28,24.4%,75.6%
r25,33.3%,40.0%
r23,27.8%,0.0%
r18,6.7%,6.7%
r11,11.1%,20.0%
r27,100.0%,96.0%
r5,0.0%,5.0%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,86.7%,83.3%
r1,0.0%,0.0%
r30,46.7%,50.0%
r22,14.3%,9.5%
r26,53.3%,13.3%
r9,0.0%,0.0%
r14,60.0%,44.4%
r2,42.5%,30.0%
r20,17.5%,37.5%
r15,0.0%,0.0%
Total,34.8%,35.9%
