List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,60.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,36.7%
r13,34.3%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,22.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,30.0%,10.0%
r23,0.0%,11.1%
r18,20.0%,20.0%
r11,13.3%,22.2%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,0.0%,3.3%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,10.0%,43.3%
r22,11.9%,4.8%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,62.2%,62.2%
r2,47.5%,27.5%
r20,20.0%,35.0%
r15,16.7%,26.7%
Total,31.1%,30.9%
