List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,0.0%
r4,20.0%,20.0%
r33,85.7%,100.0%
r12,6.7%,40.0%
r13,45.7%,2.9%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,6.7%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,0.0%,80.0%
r28,42.2%,42.2%
r25,30.0%,43.3%
r23,0.0%,11.1%
r18,20.0%,20.0%
r11,24.4%,13.3%
r27,96.0%,0.0%
r5,57.5%,5.0%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,96.7%,0.0%
r1,76.7%,76.7%
r30,3.3%,10.0%
r22,2.4%,9.5%
r26,13.3%,20.0%
r9,0.0%,22.7%
r14,64.4%,51.1%
r2,45.0%,2.5%
r20,10.0%,5.0%
r15,0.0%,0.0%
Total,34.4%,30.2%
