List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,100.0%
r10,60.0%,0.0%
r21,0.0%,75.0%
r34,0.0%,31.4%
r4,20.0%,0.0%
r33,0.0%,100.0%
r12,43.3%,40.0%
r13,11.4%,45.7%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,32.5%,7.5%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,75.6%
r25,13.3%,3.3%
r23,0.0%,0.0%
r18,23.3%,6.7%
r11,22.2%,20.0%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,60.0%,3.3%
r19,0.0%,100.0%
r8,90.0%,0.0%
r1,50.0%,73.3%
r30,26.7%,30.0%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,0.0%,22.7%
r14,62.2%,57.8%
r2,47.5%,25.0%
r20,52.5%,30.0%
r15,0.0%,26.7%
Total,28.7%,34.6%
