List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,28.6%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,36.7%
r13,40.0%,2.9%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,33.3%
r28,24.4%,24.4%
r25,30.0%,3.3%
r23,0.0%,0.0%
r18,3.3%,23.3%
r11,17.8%,13.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,70.0%
r30,13.3%,13.3%
r22,0.0%,9.5%
r26,40.0%,13.3%
r9,22.7%,0.0%
r14,44.4%,20.0%
r2,17.5%,20.0%
r20,37.5%,20.0%
r15,0.0%,26.7%
Total,29.7%,34.4%
