List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,54.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,46.7%
r13,94.3%,94.3%
r6,5.7%,51.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,2.5%,17.5%
r32,100.0%,100.0%
r16,6.7%,43.3%
r28,57.8%,42.2%
r25,80.0%,76.7%
r23,5.6%,16.7%
r18,13.3%,26.7%
r11,73.3%,24.4%
r27,96.0%,96.0%
r5,40.0%,25.0%
r17,6.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,0.0%
r30,26.7%,20.0%
r22,14.3%,11.9%
r26,100.0%,0.0%
r9,95.5%,95.5%
r14,37.8%,37.8%
r2,62.5%,95.0%
r20,20.0%,47.5%
r15,40.0%,0.0%
Total,46.0%,48.6%
