List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,3.3%
r13,0.0%,0.0%
r6,51.4%,37.1%
r29,13.5%,100.0%
r3,6.7%,13.3%
r24,5.0%,12.5%
r32,100.0%,0.0%
r16,3.3%,3.3%
r28,24.4%,42.2%
r25,80.0%,76.7%
r23,11.1%,5.6%
r18,13.3%,10.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,7.5%
r17,20.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,93.3%,93.3%
r30,0.0%,13.3%
r22,4.8%,31.0%
r26,0.0%,100.0%
r9,4.5%,95.5%
r14,13.3%,0.0%
r2,62.5%,92.5%
r20,70.0%,72.5%
r15,23.3%,0.0%
Total,36.8%,41.0%
