List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,28.6%,28.6%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,71.4%,71.4%
r29,38.5%,36.5%
r3,6.7%,20.0%
r24,15.0%,15.0%
r32,96.7%,20.0%
r16,26.7%,36.7%
r28,42.2%,33.3%
r25,83.3%,0.0%
r23,5.6%,0.0%
r18,3.3%,20.0%
r11,2.2%,31.1%
r27,4.0%,0.0%
r5,40.0%,40.0%
r17,13.3%,0.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,30.0%
r22,7.1%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,26.7%,4.4%
r2,55.0%,45.0%
r20,0.0%,47.5%
r15,80.0%,66.7%
Total,39.3%,33.5%
