List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,25.0%,0.0%
r34,22.9%,37.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,51.4%,17.1%
r6,88.6%,37.1%
r29,9.6%,7.7%
r3,13.3%,20.0%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,26.7%
r28,24.4%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,20.0%,20.0%
r11,48.9%,48.9%
r27,100.0%,100.0%
r5,32.5%,32.5%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,0.0%
r22,7.1%,2.4%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,20.0%,53.3%
r2,30.0%,30.0%
r20,47.5%,47.5%
r15,13.3%,13.3%
Total,35.7%,38.5%
