List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,65.7%
r4,0.0%,70.0%
r33,100.0%,0.0%
r12,40.0%,3.3%
r13,42.9%,5.7%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,2.5%,27.5%
r32,100.0%,0.0%
r16,53.3%,0.0%
r28,24.4%,24.4%
r25,20.0%,10.0%
r23,0.0%,0.0%
r18,6.7%,6.7%
r11,26.7%,20.0%
r27,96.0%,96.0%
r5,35.0%,0.0%
r17,6.7%,3.3%
r19,100.0%,100.0%
r8,86.7%,0.0%
r1,60.0%,0.0%
r30,13.3%,6.7%
r22,2.4%,0.0%
r26,0.0%,6.7%
r9,0.0%,0.0%
r14,51.1%,0.0%
r2,45.0%,47.5%
r20,42.5%,37.5%
r15,26.7%,0.0%
Total,36.6%,24.2%
